Date,Open,High,Low,Close,Adj Close,Volume
2021-08-26,49014.0,49370.5,46272.0,46835.5,46835.5,2021216100
2021-08-27,46835.5,49213.5,46335.5,49086.5,49086.5,1742598600
2021-08-28,49086.5,49331.5,48386.0,48924.0,48924.0,973570000
2021-08-29,48924.0,49711.0,47765.5,48800.0,48800.0,1277967500
2021-08-30,48800.0,48919.0,46833.5,46979.5,46979.5,1526527900
2021-08-31,46979.5,48292.5,46678.0,47139.0,47139.0,1551806200
2021-09-01,47139.0,49118.5,46507.0,48849.5,48849.5,1627801000
2021-09-02,48849.5,50440.5,48623.0,49314.0,49314.0,1762725600
2021-09-03,49314.0,51123.5,48350.0,50026.0,50026.0,1970239700
2021-09-04,50026.0,50588.0,49402.0,49949.0,49949.0,1036367200
2021-09-05,49949.0,51982.5,49496.0,51848.5,51848.5,1284632700
2021-09-06,51848.5,52837.0,51043.0,52713.5,52713.5,1334573500
2021-09-07,52713.5,52999.0,42479.5,46861.0,46861.0,4696714300
2021-09-08,46861.0,47340.0,44465.0,46053.5,46053.5,1786649600
2021-09-09,46053.5,47381.0,45512.0,46376.0,46376.0,1204808500
2021-09-10,46376.0,47029.5,44132.0,44836.0,44836.0,1614230900
2021-09-11,44836.0,45964.0,44706.0,45157.0,45157.0,916593200
2021-09-12,45157.0,46500.0,44730.5,46025.0,46025.0,993983200
2021-09-13,46025.0,46985.0,43400.0,44974.5,44974.5,2200568800
2021-09-14,44974.5,47243.0,44698.5,47108.5,47108.5,1244721900
2021-09-15,47108.5,48436.0,46676.5,48110.5,48110.5,1120661200
2021-09-16,48110.5,48500.0,47044.5,47740.0,47740.0,1104154700
2021-09-17,47740.0,48150.0,46656.0,47277.0,47277.0,1027193700
2021-09-18,47277.0,48838.5,47031.5,48266.0,48266.0,852342800
2021-09-19,48266.0,48339.0,47022.0,47390.0,47390.0,774113100
